,coef,std_err,std_err_HC3,t,t_HC3,p,p_HC3,beta_standardized,partial_R2
const,-0.30638138039213075,0.004191584817131997,0.0041918336012036,-73.09440074786932,-73.09006261702744,0.0,0.0,,
Poverty,-0.4194122250206176,0.005980738484074945,0.006066439468743767,-70.12716341592204,-69.13647242036508,0.0,0.0,-0.48591155448529544,0.11597418901611367
Distance,-0.11583569271692791,0.004302288957638861,0.004486557055516213,-26.92420101426653,-25.818392875335924,4.557535733715973e-158,5.512015005619292e-147,-0.1342018619275977,0.01709521031349548
PopulationDensity,-0.48006118274600174,0.006035056844046347,0.006480993030608235,-79.5454285106838,-74.07216463260855,0.0,0.0,-0.5561766244288472,0.14921732524302123
