Version,Class,N_cells,Area_share,WP_pop_share,Meta_pop_share
median,HH,90,0.3797435979794233,0.7667997486594399,0.7959268118630143
median,LH,29,0.12236466237081244,0.039074496147390114,0.102019063103996
median,LL,89,0.3755295827453825,0.08327952104727311,0.06392823566311726
median,HL,29,0.12236215690438168,0.11084623414589669,0.03812588936987243
quartile,HH,44,0.1856469254732719,0.549276351888899,0.5727528690750952
quartile,LH,0,0.0,0.0,0.0
quartile,LL,38,0.1603269203923351,0.015933838503264457,0.01383065897011077
quartile,HL,0,0.0,0.0,0.0
quartile,other,155,0.6540261541343929,0.4347898096078365,0.4134164719547941
