Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,11,3,0.15789473684210525,0.2727272727272727,0.2727272727272727,0.2727272727272727
0.1,23,11,0.3142857142857143,0.4782608695652174,0.4782608695652174,0.4782608695652174
0.2,47,30,0.46875,0.6382978723404256,0.6382978723404256,0.6382978723404256
0.25,59,43,0.5733333333333334,0.7288135593220338,0.7288135593220338,0.7288135593220338
