Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),0.29434192731377407,,1.342242774678613
1. Covariate-adjusted regression,0.005940748819650019,0.04124465321413555,1.0059584300638553
2. IPW,-0.5214575750363981,0.15708077576210175,0.5936546208910012
3. Doubly Robust (Double ML),-0.22777902373740658,0.039431988166306414,0.7963002038379602
