,coef,std_err,p
const,-0.26460743371713175,0.25417810972606786,0.300559713884768
Poverty,-0.11740866698256551,0.2186978324785169,0.5926509458817126
PopulationDensity,-0.03241205673688244,0.49060886702005163,0.9474679189538946
Poverty_x_PopDens,-0.027944016300149057,0.3125581869946744,0.9289529384280675
