Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,12,0,0.0,0.0,0.0,
0.1,25,11,0.28205128205128205,0.44,0.44,0.44
0.2,51,36,0.5454545454545454,0.7058823529411765,0.7058823529411765,0.7058823529411765
0.25,64,51,0.6623376623376623,0.796875,0.796875,0.796875
