Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,2,1,0.3333333333333333,0.5,0.5,0.5
0.1,5,2,0.25,0.4,0.4,0.4000000000000001
0.2,11,7,0.4666666666666667,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.25,14,8,0.4,0.5714285714285714,0.5714285714285714,0.5714285714285714
