Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),-0.27023918021015086,,0.7631969309026234
1. Covariate-adjusted regression,-0.3919240795460786,0.014529693725971245,0.6757554156710744
2. IPW,-0.4775517140341302,0.025618147708203646,0.6203002065406648
3. Doubly Robust (Double ML),-0.4625478802896641,0.014426276731219717,0.6296772576603323
