,coef,std_err,p
const,-0.1819210676565591,0.07151171007139201,0.011619936305309735
Poverty,-0.12266997465028107,0.07791519856976369,0.11677466476494894
PopulationDensity,-0.27612684230220885,0.08075037477713627,0.0007425725511166378
Poverty_x_PopDens,-0.14843535914295486,0.08792515303536291,0.0927339023243892
