poverty,pred,ci_lo,ci_hi
-1.718,0.04433854575710763,-0.2502141762942633,0.3388912678084785
-1.670591836734694,0.037389156174849086,-0.24500242983047824,0.3197807421801764
-1.6231836734693876,0.030439766592590484,-0.23994479243282082,0.30082432561800176
-1.5757755102040816,0.023490377010331957,-0.235062735146838,0.28204348916750194
-1.5283673469387755,0.016540987428073393,-0.23038149835841804,0.2634634732145648
-1.4809591836734695,0.009591597845814847,-0.22593083484761675,0.24511403053924644
-1.4335510204081632,0.0026422082635562593,-0.22174589024149804,0.22703030676861058
-1.3861428571428571,-0.004307181318702279,-0.21786822957803703,0.20925386694063247
-1.338734693877551,-0.011256570900960826,-0.21434700408422985,0.1918338622823082
-1.291326530612245,-0.018205960483219374,-0.2112402240260935,0.17482830305965474
-1.2439183673469387,-0.025155350065477956,-0.2086160539956158,0.1583053538646599
-1.1965102040816327,-0.032104739647736504,-0.2065539672343717,0.1423444879388987
-1.1491020408163264,-0.0390541292299951,-0.20514547836846028,0.12703721990847008
-1.1016938775510203,-0.04600351881225363,-0.20449402214203505,0.1124869845175278
-1.0542857142857143,-0.05295290839451219,-0.20471338798933086,0.09880757120030648
-1.0068775510204082,-0.05990229797677074,-0.20592403205085053,0.08611943609730904
-0.959469387755102,-0.06685168755902932,-0.20824670377665688,0.07454332865859825
-0.9120612244897959,-0.07380107714128788,-0.21179330349623532,0.06419114921365958
-0.8646530612244898,-0.08075046672354641,-0.21665579624243225,0.05515486279533943
-0.8172448979591836,-0.08769985630580497,-0.22289513278730344,0.04749542017569351
-0.7698367346938776,-0.09464924588806352,-0.230532898724638,0.04123440694851095
-0.7224285714285714,-0.1015986354703221,-0.2395481609046003,0.03635088996395609
-0.6750204081632654,-0.10854802505258064,-0.2498805271917009,0.0327844770865396
-0.6276122448979593,-0.1154974146348392,-0.26143843316046234,0.03044360389078396
-0.580204081632653,-0.12244680421709775,-0.2741102004263286,0.02921659199213314
-0.532795918367347,-0.12939619379935632,-0.28777514045947905,0.028982752860766403
-0.4853877551020409,-0.13634558338161487,-0.3023127363807907,0.029621569617560933
-0.4379795918367346,-0.14329497296387347,-0.3176090605705947,0.03101911464284776
-0.39057142857142857,-0.150244362546132,-0.33356050077652755,0.03307177568426359
-0.3431632653061225,-0.15719375212839057,-0.35007535329158435,0.03568784903480318
-0.29575510204081645,-0.16414314171064912,-0.36707396177719087,0.03878767835589264
-0.24834693877551017,-0.17109253129290772,-0.38448799406686407,0.042302931481048606
-0.20093877551020412,-0.17804192087516627,-0.4022592918930532,0.0461754501427207
-0.15353061224489806,-0.18499131045742478,-0.42033857628786647,0.0503559553730169
-0.10612244897959178,-0.1919407000396834,-0.4386841735817133,0.0548027735023465
-0.05871428571428572,-0.19889008962194193,-0.45726084661920385,0.059480667375319984
-0.01130612244897966,-0.2058394792042005,-0.47603876591887706,0.06435980751047601
0.0361020408163264,-0.21278886878645903,-0.4949926269912919,0.06941488941837382
0.08351020408163268,-0.21973825836871758,-0.5141009052564869,0.07462438851905168
0.13091836734693874,-0.22668764795097618,-0.5333452334672084,0.07996993756525611
0.1783265306122448,-0.2336370375332347,-0.5527098846395766,0.08543580957310723
0.22573469387755107,-0.2405864271154933,-0.5721813439952291,0.09100848976424256
0.27314285714285713,-0.24753581669775182,-0.5917479550288116,0.09667632163330792
0.3205510204081632,-0.25448520628001037,-0.6113996268102437,0.10242921425022306
0.36795918367346925,-0.26143459586226897,-0.6311275916364034,0.10825839991186542
0.4153673469387753,-0.2683839854445275,-0.6509242039843639,0.11415623309530892
0.46277551020408136,-0.27533337502678606,-0.670782773320155,0.12011602326658294
0.5101836734693879,-0.2822827646090446,-0.6906974246724407,0.12613189545435144
0.5575918367346939,-0.28923215419130327,-0.7106629820063091,0.13219867362370258
0.605,-0.2961815437735617,-0.7306748703563906,0.13831178280926715
