Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),0.10346682465533594,,1.1090090009989277
1. Covariate-adjusted regression,0.028498096946893415,0.3051592821996136,1.0289080527659946
2. IPW,0.024930111644008168,0.2323520143025846,1.025243465440239
3. Doubly Robust (Double ML),-0.12870100484192737,0.304154262249148,0.8792368137985725
