Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,11,7,0.4666666666666667,0.6363636363636364,0.6363636363636364,0.6363636363636364
0.1,23,14,0.4375,0.6086956521739131,0.6086956521739131,0.6086956521739131
0.2,46,32,0.5333333333333333,0.6956521739130435,0.6956521739130435,0.6956521739130435
0.25,58,42,0.5675675675675675,0.7241379310344828,0.7241379310344828,0.7241379310344829
