Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,5,4,0.6666666666666666,0.8,0.8,0.8000000000000002
0.1,10,8,0.6666666666666666,0.8,0.8,0.8000000000000002
0.2,20,18,0.8181818181818182,0.9,0.9,0.9
0.25,25,21,0.7241379310344828,0.84,0.84,0.8399999999999999
