Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,1106,764,0.5276243093922652,0.6907775768535263,0.6907775768535263,0.6907775768535263
0.1,2212,1506,0.5161069225496916,0.6808318264014467,0.6808318264014467,0.6808318264014467
0.2,4425,3130,0.5472027972027972,0.7073446327683616,0.7073446327683616,0.7073446327683616
0.25,5531,4001,0.5666336213000991,0.7233773277888266,0.7233773277888266,0.7233773277888266
