Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),0.07618610428202593,,1.079163392398468
1. Covariate-adjusted regression,-0.01063407414671438,0.29717223233095563,0.9894222677283495
2. IPW,0.03138818104391222,0.21891183751126692,1.031885984730709
3. Doubly Robust (Double ML),-0.1979518505332708,0.2998791012276677,0.8204093544597565
