poverty,pred,ci_lo,ci_hi
-1.496,0.38753024627106486,-0.048312628778688305,0.823373121320818
-1.4460408163265306,0.3453712943162707,-0.07819068929681217,0.7689332779293536
-1.3960816326530612,0.3032123423614768,-0.10808456881560013,0.7145092535385538
-1.3461224489795918,0.2610533904066827,-0.1379957259640956,0.660102506777461
-1.2961632653061224,0.21889443845188872,-0.16792580191789025,0.6057146788216676
-1.2462040816326532,0.17673548649709492,-0.19787664944367805,0.551347622437868
-1.1962448979591835,0.1345765345423006,-0.22785036757648883,0.49700343666109004
-1.1462857142857144,0.09241758258750682,-0.2578493432214783,0.4426845083964919
-1.096326530612245,0.05025863063271267,-0.28787630131438946,0.38839356257981483
-1.0463673469387755,0.00809967867791872,-0.3179343656196143,0.33413372297545174
-0.9964081632653061,-0.03405927327687542,-0.3480271328263521,0.2799085862726013
-0.9464489795918367,-0.07621822523166939,-0.37815876336806153,0.22572231290472278
-0.8964897959183673,-0.11837717718646344,-0.4083340934016973,0.17157973902877038
-0.8465306122448979,-0.16053612914125748,-0.43855877372788493,0.11748651544536998
-0.7965714285714286,-0.20269508109605144,-0.4688394432301687,0.0634492810380658
-0.7466122448979592,-0.2448540330508454,-0.4991839468233902,0.009475880721699359
-0.6966530612244898,-0.28701298500563943,-0.52960161114929,-0.04442435886198881
-0.6466938775510204,-0.3291719369604335,-0.5601035956387481,-0.09824027828211884
-0.596734693877551,-0.3713308889152276,-0.5907033424651464,-0.1519584353653087
-0.5467755102040817,-0.41348984087002155,-0.6214171568341462,-0.20556252490589683
-0.49681632653061225,-0.4556487928248155,-0.6522649595622395,-0.2590326260873915
-0.44685714285714284,-0.49780774477960943,-0.6832712675325541,-0.3123442220266648
-0.39689795918367343,-0.5399666967344036,-0.7144664745918136,-0.36546691887699356
-0.346938775510204,-0.5821256486891976,-0.7458885248961657,-0.4183627724822294
-0.2969795918367346,-0.6242846006439916,-0.777585088985719,-0.4709841123022642
-0.2470204081632652,-0.6664435525987857,-0.8096163599994417,-0.5232707451981298
-0.1970612244897958,-0.7086025045535796,-0.8420585601790119,-0.5751464489281474
-0.1471020408163266,-0.7507614565083736,-0.8750081375028838,-0.6265147755138634
-0.0971428571428572,-0.7929204084631676,-0.9085863483251019,-0.6772544686012333
-0.04718367346938779,-0.8350793604179616,-0.9429433233577571,-0.7272153974781661
0.0027755102040816215,-0.8772383123727556,-0.9782596581812057,-0.7762169665643055
0.05273469387755103,-0.9193972643275496,-1.0147421282047575,-0.8240524004503418
0.10269387755102044,-0.9615562162823438,-1.0526090953006157,-0.8705033372640719
0.15265306122448985,-1.003715168237138,-1.0920625702261537,-0.9153677662481221
0.20261224489795926,-1.045874120191932,-1.133250049656753,-0.9584981907271108
0.25257142857142867,-1.088033072146726,-1.1762288521614974,-0.9998372921319545
0.3025306122448981,-1.1301920241015198,-1.2209504458921527,-1.0394336023108868
0.3524897959183675,-1.172350976056314,-1.2672737846450768,-1.0774281674675512
0.4024489795918367,-1.2145099280111078,-1.3149999325178807,-1.1140199235043349
0.4524081632653061,-1.2566688799659018,-1.3639106412909732,-1.1494271186408305
0.5023673469387755,-1.2988278319206958,-1.4137974048057675,-1.1838582590356241
0.5523265306122451,-1.34098678387549,-1.4644771193580208,-1.2174964483929593
0.6022857142857143,-1.3831457358302839,-1.5157970689436004,-1.2504944027169673
0.6522448979591835,-1.4253046877850777,-1.5676336811308893,-1.282975694439266
0.7022040816326531,-1.467463639739872,-1.6198885768986717,-1.3150387025810721
0.7521632653061223,-1.509622591694666,-1.672483985339188,-1.346761198050144
0.802122448979592,-1.55178154364946,-1.7253584965053845,-1.3782045907935354
0.8520816326530611,-1.593940495604254,-1.7784634929151573,-1.4094174982933507
0.9020408163265308,-1.6360994475590482,-1.8317602956135104,-1.440438599504586
0.952,-1.6782583995138418,-1.8852179398523412,-1.4712988591753424
