,coef,std_err,p
const,-0.9438696333456802,0.0601465085934276,1.0790724749436827e-37
Poverty,-0.40570464424852487,0.0714543553902558,4.30514853336512e-08
PopulationDensity,0.03135984052449035,0.15126671438578976,0.8359565976673611
Poverty_x_PopDens,0.05346469089332605,0.05891614519970308,0.3651552494570508
