Variable,SLM_coef,SLM_SE,SLM_p,SLM_sig,SEM_coef,SEM_SE,SEM_p,SEM_sig
Constant,-0.11586989141039161,0.014164976198738912,2.8377967295290315e-16,***,-1.275215891468665,0.08079053118061423,3.9952858201134883e-56,***
T (poverty top quartile),-0.07063569455143201,0.026516617728552665,0.007725717670705039,**,-0.17754630287749068,0.021562743317351297,1.811566819687856e-16,***
Distance (z),0.002645237724416827,0.010437116360763424,0.7999241525495357,,0.016169098289013716,0.07685069870135565,0.8333584245804,
Log Population Density (z),-0.310711512036347,0.0125621441802315,4.614114552512523e-135,***,-0.6347766048150907,0.012326848381764826,0.0,***
Spatial parameter,0.825006137655124,0.007771910370128435,0.0,***,0.8950158541630296,0.006052489841667557,0.0,***
