Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),0.11138085065175735,,1.1178205484808046
1. Covariate-adjusted regression,-0.9328257297089582,0.28433448434268715,0.39344038195382125
2. IPW,-0.9969299419737485,0.7802587072612869,0.3690105878570386
3. Doubly Robust (Double ML),-0.9233656888309775,0.2578373310105928,0.3971800046530197
