Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,4,3,0.6,0.75,0.75,0.75
0.1,9,8,0.8,0.8888888888888888,0.8888888888888888,0.8888888888888888
0.2,19,16,0.7272727272727273,0.8421052631578947,0.8421052631578947,0.8421052631578947
0.25,24,21,0.7777777777777778,0.875,0.875,0.875
