Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),1.0072804571297322,,2.73814437926794
1. Covariate-adjusted regression,0.133634265913436,0.12636115591522354,1.1429747183777732
2. IPW,0.05481434035334464,0.16737642565343455,1.0563444759263854
3. Doubly Robust (Double ML),0.09835079494089911,0.12555723425467002,1.1033497667451555
