,coef,std_err,std_err_HC3,t,t_HC3,p,p_HC3,beta_standardized,partial_R2
const,-0.12066581108437599,0.038272215758584284,0.03876526461613433,-3.1528305506406746,-3.112730231026313,0.001833182161084128,0.0018536536988232647,,
Poverty,-0.26527410522518385,0.052467719609762174,0.05032821832413027,-5.055948823356653,-5.270882102694981,8.767030244202278e-07,1.357696628306687e-07,-0.27735076062945563,0.04092998233019107
Distance,-0.6951083050865957,0.042750910347037686,0.05453326866947011,-16.259497153252116,-12.746499926488818,4.877224979084044e-40,3.2605871053503953e-37,-0.7267532463146598,0.42330211571053333
PopulationDensity,-0.8176578608627014,0.05379253034256927,0.0613556476836786,-15.200211918933277,-13.326529695818191,1.5122588312587266e-36,1.6227222477145146e-40,-0.8548818945310106,0.36994358783934156
