Estimator,tau,se_robust,exp_tau
Naive (diff-in-means),0.19194515924117017,,1.21160406985632
1. Covariate-adjusted regression,-0.7540775786394819,0.11815802346044108,0.47044436257962124
2. IPW,-0.7851385674821648,0.46988888974575155,0.45605650280575993
3. Doubly Robust (Double ML),-0.6992502511764395,0.11353575426122403,0.4969577576446967
