Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,1941,1550,0.6646655231560892,0.7985574446161773,0.7985574446161773,0.7985574446161773
0.1,3883,2940,0.6092001657687526,0.7571465361833634,0.7571465361833634,0.7571465361833634
0.2,7766,5607,0.5649370277078085,0.7219933041462786,0.7219933041462786,0.7219933041462786
0.25,9708,6990,0.5625301786576533,0.7200247218788628,0.7200247218788628,0.7200247218788628
