cell_id,region,x_meta,x_wp,wealth,wealth_rank,x_coord,y_coord,area,distance_to_center,log_density,p_meta,p_wp,residual,pop_meta,pop_worldpop
13233021200322,PHI_DavaoCity,26.035872622581778,498.2322998046875,-0.362,0.33183856502242154,748841.84785887,834934.4969810097,5845890.872721724,36928.01178147722,-9.370183123744818,0.0003626718421806602,0.0007322930111087557,-0.702682173728567,26.035872622581778,498.2322998046875
13233021201330,PHI_DavaoCity,12.850848246150244,318.758544921875,-0.72,0.053811659192825115,773087.8735199624,837476.2429862617,5847139.753364557,33541.15453719821,-9.817029264881814,0.0001790084348081905,0.00046850566446418027,-0.962114920491785,12.850848246150244,318.758544921875
13233021202031,PHI_DavaoCity,38.31106180930416,444.02215576171875,-0.29,0.4170403587443946,746452.9499875115,827692.096302311,5847456.000275111,32764.354636936805,-9.485642791324354,0.0005336615201523667,0.0006526159013962403,-0.2012269353337098,38.31106180930416,444.02215576171875
13233021202033,PHI_DavaoCity,38.82694026326208,729.81005859375,-0.007,0.6457399103139013,746465.1714594875,825281.8877281611,5848032.4187895525,31069.280995668036,-8.988831517385924,0.0005408475512084273,0.0010726618999903155,-0.6847610550487486,38.82694026326208,729.81005859375
13233021202100,PHI_DavaoCity,43.218317426168646,807.165283203125,-0.713,0.06278026905829596,748854.295385408,832524.6092499954,5846472.16855069,34937.53460752363,-8.887820529991636,0.0006020181087872792,0.0011863572392454946,-0.678355140016373,43.218317426168646,807.165283203125
13233021202102,PHI_DavaoCity,88.98544736152729,944.207763671875,-0.003,0.6591928251121076,748866.7077549826,830114.6024906461,5847051.850807251,33002.9585901384,-8.731101904486884,0.0012395404060241315,0.0013877798501673356,-0.11296456088803043,88.98544736152729,944.207763671875
13233021202103,PHI_DavaoCity,22.015008892808567,1625.9345703125,-0.412,0.2914798206278027,751292.7574505255,830127.1403294061,5847227.4441015385,31572.890189658654,-8.187640116045225,0.00030666242482147945,0.002389769837938142,-2.0532045047484564,22.015008892808567,1625.9345703125
13233021202120,PHI_DavaoCity,71.20693808692005,1129.85546875,0.288,0.8094170403587444,748879.0849587417,827704.477039864,5847629.918835394,31134.733701261055,-8.551701995271365,0.000991891141361858,0.001660641559475135,-0.5153458829645201,71.20693808692005,1129.85546875
13233021202121,PHI_DavaoCity,55.755940285369384,603.3677368164062,-0.036,0.6322869955156951,751305.2555640121,827716.9793107328,5847805.547200168,29614.479012321557,-9.179050172382308,0.000776663408555393,0.0008868192145959883,-0.132634065963026,55.755940285369384,603.3677368164062
13233021202122,PHI_DavaoCity,39.402593210015866,657.3951416015625,-0.312,0.3811659192825112,748891.4269878564,825294.2332346365,5848206.37198423,29345.564463001527,-9.093360298236272,0.0005488662228958147,0.0009662277373834816,-0.5655447430398938,39.402593210015866,657.3951416015625
13233021202130,PHI_DavaoCity,35.60396035343122,887.0564575195312,-0.508,0.21076233183856502,753731.4621513844,827729.603124049,5847982.885599697,28221.27966297302,-8.793698723618661,0.0004959524144811369,0.0013037798724711966,-0.9665428102734729,35.60396035343122,887.0564575195312
13233021202132,PHI_DavaoCity,13.92459770694749,392.58642578125,-0.676,0.09192825112107623,753744.0453219094,825319.2878192351,5848559.409040257,26233.933944758726,-9.60894922796039,0.00019396544049919915,0.0005770165763409752,-1.0901906509014452,13.92459770694749,392.58642578125
13233021202211,PHI_DavaoCity,36.018644164477685,738.72900390625,-0.151,0.5201793721973094,746477.3580916505,822871.5611455105,5848607.221870128,29473.940814883794,-8.976782961922218,0.000501728834724632,0.001085770807865947,-0.7719855246540317,36.018644164477685,738.72900390625
13233021202213,PHI_DavaoCity,73.11967912610115,1156.28759765625,0.177,0.7286995515695067,746489.5098753065,820461.1168914863,5849180.408865321,27995.420106970127,-8.528842303154358,0.0010185350463443254,0.0016994910344577015,-0.5119634095446254,73.11967912610115,1156.28759765625
13233021202231,PHI_DavaoCity,43.88096656119971,671.2693481445312,-0.317,0.37668161434977576,746501.6268017848,818050.5553032986,5849751.979132412,26653.19887130679,-9.072739352120509,0.0006112486111024492,0.0009866198004634468,-0.47878092718671944,43.88096656119971,671.2693481445312
