,coef,std_err,p
const,0.041182114593936704,0.0494581478937382,0.40587499731000687
Poverty,0.20947256629360317,0.05899963744922483,0.00046416794059670385
PopulationDensity,-0.15360768384378573,0.04830475000070038,0.001670231060505233
Poverty_x_PopDens,-0.334452347475492,0.05259452044781347,1.041070222882106e-09
