Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,15,13,0.7647058823529411,0.8666666666666667,0.8666666666666667,0.8666666666666667
0.1,30,25,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334
0.2,61,52,0.7428571428571429,0.8524590163934426,0.8524590163934426,0.8524590163934426
0.25,77,67,0.7701149425287356,0.8701298701298701,0.8701298701298701,0.8701298701298701
