Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,16,14,0.7777777777777778,0.875,0.875,0.875
0.1,33,28,0.7368421052631579,0.8484848484848485,0.8484848484848485,0.8484848484848486
0.2,66,57,0.76,0.8636363636363636,0.8636363636363636,0.8636363636363636
0.25,83,72,0.7659574468085106,0.8674698795180723,0.8674698795180723,0.8674698795180723
