Top_X_pct,k,Overlap,Jaccard,Precision,Recall,F1
0.05,172,110,0.4700854700854701,0.6395348837209303,0.6395348837209303,0.6395348837209303
0.1,345,245,0.550561797752809,0.7101449275362319,0.7101449275362319,0.7101449275362319
0.2,691,483,0.5372636262513905,0.6989869753979739,0.6989869753979739,0.6989869753979739
0.25,863,591,0.520704845814978,0.6848203939745076,0.6848203939745076,0.6848203939745076
