,coef,std_err,p
const,0.05703579474903346,0.08756756738824147,0.5159136262756213
Poverty,-0.2074426092429611,0.10107038056134626,0.04201517427877798
PopulationDensity,-0.4257454229302482,0.09455949854896525,1.4166589535527612e-05
Poverty_x_PopDens,-0.14769985611854752,0.1095447897798044,0.17976891563021158
