poverty,pred,ci_lo,ci_hi
-1.718,0.48055667258856,0.1385103797478866,0.8226029654292334
-1.6696122448979591,0.4660317223933624,0.13805364682175575,0.794009797964969
-1.6212244897959183,0.45150677219816476,0.13738275094801183,0.7656307934483177
-1.5728367346938774,0.43698182200296704,0.1364680711392443,0.7374955728666898
-1.5244489795918368,0.42245687180776953,0.13527494471084045,0.7096387989046986
-1.476061224489796,0.40793192161257175,0.1337627491931817,0.6821010940319618
-1.427673469387755,0.39340697141737413,0.13188385194174213,0.6549300908930061
-1.3792857142857142,0.37888202122217646,0.1295824424088473,0.6281816000355056
-1.3308979591836734,0.36435707102697884,0.12679329215097668,0.601920849902981
-1.2825102040816327,0.3498321208317813,0.12344053721548615,0.5762237044480765
-1.234122448979592,0.33530717063658355,0.11943665321503544,0.5511776880581316
-1.185734693877551,0.3207822204413859,0.11468189896539926,0.5268825419173725
-1.1373469387755102,0.30625727024618826,0.1090646339884713,0.5034499065039052
-1.0889591836734693,0.29173232005099065,0.10246304061785963,0.4810015994841217
-1.0405714285714285,0.277207369855793,0.09474883883816662,0.4596659008734193
-0.9921836734693877,0.2626824196605953,0.08579346577655894,0.43957137354463166
-0.9437959183673469,0.24815746946539768,0.07547678284302961,0.42083815608776576
-0.895408163265306,0.23363251927019998,0.06369762550302413,0.40356741303737587
-0.8470204081632653,0.21910756907500237,0.050384577849575896,0.38783056030042884
-0.7986326530612244,0.20458261887980472,0.03550465320256321,0.3736605845570462
-0.7502448979591836,0.19005766868460705,0.019067609768427057,0.36104772760078707
-0.7018571428571427,0.1755327184894094,0.001124653653324259,0.34994078332549455
-0.6534693877551019,0.16100776829421173,-0.018238087927578167,0.3402536245160016
-0.6050816326530613,0.14648281809901414,-0.0389095008535309,0.3318751370515592
-0.5566938775510204,0.1319578679038165,-0.060764413998476624,0.3246801498061096
-0.5083061224489795,0.11743291770861883,-0.08367345965857659,0.31853929507581424
-0.4599183673469387,0.10290796751342117,-0.10751067033739233,0.3133266053642347
-0.41153061224489784,0.08838301731822351,-0.13215850338328053,0.3089245380197275
-0.363142857142857,0.07385806712302585,-0.1575105837629081,0.30522671800895984
-0.31475510204081636,0.05933311692782826,-0.18347271894381537,0.3021389527994719
-0.2663673469387755,0.044808166732630605,-0.2099627623683621,0.2995790958336233
-0.21797959183673465,0.03028321653743293,-0.23690980312764676,0.2974762362025126
-0.1695918367346938,0.015758266342235292,-0.2642530267543278,0.29576955943879846
-0.12120408163265295,0.0012333161470375975,-0.29194047160790526,0.29440710390198044
-0.0728163265306121,-0.013291634048160013,-0.31992781334319415,0.2933445452468741
-0.024428571428571244,-0.027816584243357662,-0.3481772468407456,0.2925440783540303
0.023959183673469386,-0.042341534438555255,-0.3766564950492399,0.2919734261721294
0.07234693877551024,-0.0568664846337529,-0.4053379507504423,0.29160498148293656
0.12073469387755109,-0.07139143482895066,-0.4341979446492839,0.2914150749913826
0.16912244897959194,-0.08591638502414828,-0.463216127271096,0.29138335722279946
0.2175102040816328,-0.10044133521934594,-0.4923749501241152,0.2914922796854233
0.26589795918367365,-0.11496628541454362,-0.5216592316849847,0.2917266608558975
0.3142857142857145,-0.12949123560974124,-0.5510557949135908,0.2920733236941083
0.36267346938775535,-0.1440161858049389,-0.5805531645788693,0.2925207929689915
0.4110612244897962,-0.15854113600013658,-0.6101413143373449,0.2930590423370717
0.4594489795918366,-0.17306608619533406,-0.6398114550769445,0.2936792826862764
0.5078367346938775,-0.18759103639053176,-0.6695558574426164,0.2943737846615529
0.5562244897959183,-0.2021159865857294,-0.6993677026734777,0.29513572950201894
0.6046122448979592,-0.2166409367809271,-0.7292409569074957,0.29595908334564147
0.653,-0.2311658869761247,-0.7591702649659396,0.2968384910136902
