Model,tau,SE,p_value,exp_tau
OLS (covariate-adjusted),0.028498096946893637,0.3051592821996137,0.9255956309120548,1.0289080527659948
SLM (spatial lag),0.03905637597920927,0.22761771635352626,0.8637617624590228,1.0398291033816833
SEM (spatial error),-0.015580877830297046,0.12682936418869378,0.9022265638856654,0.98453987608258
