Variable,SLM_coef,SLM_SE,SLM_p,SLM_sig,SEM_coef,SEM_SE,SEM_p,SEM_sig
Constant,-0.07205553267553066,0.10680562744588794,0.4999034172683633,,-1.8438584784128018,0.9818728522932241,0.0603949231682141,
T (poverty top quartile),0.03905637597920927,0.22761771635352626,0.8637617624590228,,-0.015580877830297046,0.12682936418869378,0.9022265638856654,
Distance (z),-0.17542483805412784,0.08762886816771098,0.0452947426877412,*,-0.46761092891976136,0.2002261350338332,0.019521801158934256,*
Log Population Density (z),-0.3171626431510495,0.11045608794403573,0.00408669384698827,**,-1.092039089779907,0.08125277085653067,3.5232824426746477e-41,***
Spatial parameter,0.7795560181512136,0.06111331314675856,2.889744830345194e-37,***,0.9486397697014889,0.024032217904935566,0.0,***
